Analyse business or financial data and information,Business operations and financial activities
Develop information communication procedures,Operating procedures and processes
Train staff or conduct employee training programs,Human resources
Assign duties or work schedules to employees,Human resources
Recruit or hire staff,Human resources
Train employees in proper work or operational procedures,Human resources
"Communicate organisational standards, policies, guidelines, programs, or procedures",Human resources
Develop financial or business plans,Business operations and financial activities
Provide leadership to align operational activities with the organisation's vision and goals,Business operations and financial activities
Implement organisational process or policy changes,Business operations and financial activities
Direct or supervise staff,Human resources
Direct department or organisational activities,Business operations and financial activities
"Develop operating strategies, plans or procedures",Operating procedures and processes
Prepare operational or project budgets,Business operations and financial activities
Maintain knowledge of current developments in area of expertise,Human resources
"Communicate with others to arrange, coordinate, or conduct activities",Communication and collaboration
Train staff or conduct employee training programs,Human resources
"Monitor organisational or operational compliance with regulations, standards or procedures",Safety and hazard management
"Prepare operational performance, progress, or status reports",Operating procedures and processes
Evaluate or test quality of materials or products,Work activities preparation
"Analyse operational data to evaluate processes, identify issues, and inform decisions or activities","Data, analytics, and databases"
Recommend organisational process or policy changes,Business operations and financial activities
"Develop organisational standards, policies, guidelines, programs, or procedures",Business operations and financial activities
"Manage operations, research or logistics projects","Data, analytics, and databases"
"Review documents or materials for compliance with requirements, policies, or regulations","Records, documentation, reports and research"
Perform administrative or clerical tasks,Business operations and financial activities
Select performers or artistic staff members,Human resources
"Provide guests, visitors, clients or customers with general information or assistance",Customer service
Manage guest services,Customer service
"Monitor organisational or operational compliance with regulations, standards or procedures",Safety and hazard management
Perform manual service or maintenance tasks,Production processes and machinery
Monitor activities of individuals to ensure safety or compliance with rules,Safety and hazard management
Evaluate or test quality of materials or products,Work activities preparation
Resolve or respond to customer complaints or problems,Customer service
"Develop organisational standards, policies, guidelines, programs, or procedures",Business operations and financial activities
Maintain operational records,"Records, documentation, reports and research"
"Collect deposits, fares, payments or fees",Business operations and financial activities
"Analyse operational data to evaluate processes, identify issues, and inform decisions or activities","Data, analytics, and databases"
Maintain regulatory or compliance documentation,Security and emergency services
Develop financial or business plans,Business operations and financial activities
"Manage organisational, operational, or project budgets",Business operations and financial activities
Assign duties or work schedules to employees,Human resources
Direct and coordinate maintenance or repair activities,Cleaning and maintenance
"Monitor and maintain inventories of materials, resources, equipment or products",Business operations and financial activities
"Calculate technical, material, equipment, labour or other resource requirements for projects, tasks, or processes",Work activities preparation
Undertake resource procurement activities,Business operations and financial activities
Train staff or conduct employee training programs,Human resources
Schedule product or material transportation,Material transportation
Recommend organisational process or policy changes,Business operations and financial activities
Recruit or hire staff,Human resources
Schedule activities or facility use,Operating procedures and processes
Negotiate contracts for the sale or lease of goods or services,Business operations and financial activities
Evaluate employee or trainee performance,Human resources
Manage human resources activities,Human resources
Administer first aid,Health and care
"Provide guests, visitors, clients or customers with general information or assistance",Customer service
"Communicate with others to arrange, coordinate, or conduct activities",Communication and collaboration
"Collect deposits, fares, payments or fees",Business operations and financial activities
Resolve or respond to customer complaints or problems,Customer service
Inspect or test equipment or systems to ensure safety or proper functioning,Quality control and inspections
Document organisational or operational procedures,Operating procedures and processes
Monitor flow of cash or other resources,Business operations and financial activities
"Promote or market goods, services, programs or events",Sales and marketing
Monitor facilities or operational systems,Quality control and inspections
Assign duties or work schedules to employees,Human resources
Coordinate operational activities with external stakeholders,Communication and collaboration
Manage guest services,Customer service
Train staff or conduct employee training programs,Human resources
Perform manual service or maintenance tasks,Production processes and machinery
"Manage administrative, clerical, or support services",Business operations and financial activities
Monitor activities of individuals to ensure safety or compliance with rules,Safety and hazard management
Evaluate employee or trainee performance,Human resources
Monitor performance of organisational members or partners,Human resources
"Manage organisational, operational, or project budgets",Business operations and financial activities
Undertake resource procurement activities,Business operations and financial activities
Maintain operational records,"Records, documentation, reports and research"
"Develop operating strategies, plans or procedures",Operating procedures and processes
"Develop organisational standards, policies, guidelines, programs, or procedures",Business operations and financial activities
Implement organisational process or policy changes,Business operations and financial activities
Schedule product or material transportation,Material transportation
"Interview employees, customers or others to collect information",Communication and collaboration
Recruit or hire staff,Human resources
Monitor activities of individuals to ensure safety or compliance with rules,Safety and hazard management
Monitor resources,Work activities preparation
Monitor flow of cash or other resources,Business operations and financial activities
"Communicate organisational standards, policies, guidelines, programs, or procedures",Human resources
Maintain knowledge of current developments in area of expertise,Human resources
Determine pricing policies,Business operations and financial activities
Direct or supervise staff,Human resources
Manage guest services,Customer service
"Collect deposits, fares, payments or fees",Business operations and financial activities
Resolve or respond to customer complaints or problems,Customer service
"Promote or market goods, services, programs or events",Sales and marketing
Develop financial or business plans,Business operations and financial activities
"Coordinate special events, conferences, or programs",Recreation and sporting events
"Direct sales, marketing or customer service activities",Business operations and financial activities
Compile operational data,Operating procedures and processes
"Develop organisational standards, policies, guidelines, programs, or procedures",Business operations and financial activities
Conduct financial or regulatory audits,Business operations and financial activities
Record and maintain employee information,"Records, documentation, reports and research"
Assign duties or work schedules to employees,Human resources
Train staff or conduct employee training programs,Human resources
Evaluate employee or trainee performance,Human resources
"Interview employees, customers or others to collect information",Communication and collaboration
Recruit or hire staff,Human resources
Establish operational policies,Operating procedures and processes
Examine condition of property or products,Quality control and inspections
Supervise sales or support staff,Human resources
Assign duties or work schedules to employees,Human resources
Monitor sales activities,Sales and marketing
Train sales staff,Human resources
"Answer questions and advise others on the use of products, goods, or services",Customer service
"Greet customers, patrons or visitors",Customer service
"Reserve and prepare customer orders for postage, delivery or collection",Sales and marketing
Maintain general workplace security,Security and emergency services
Create and maintain records of sales or other business transactions,Sales and marketing
"Monitor and maintain inventories of materials, resources, equipment or products",Business operations and financial activities
Set up merchandise displays,Sales and marketing
Develop promotional or marketing strategies or plans,Sales and marketing
"Analyse market, industry or customer related data and trends","Data, analytics, and databases"
"Locate products in stores, stock rooms or warehouses using online databases",Customer service
Clean work areas,Cleaning and maintenance
Sell goods or services,Sales and marketing
Undertake resource procurement activities,Business operations and financial activities
Prepare financial documents or reports,Business operations and financial activities
Coordinate sales campaigns,Sales and marketing
Direct or supervise staff,Human resources
Evaluate program effectiveness,Business operations and financial activities
Conduct opinion surveys or needs assessments,Communication and collaboration
Manage guest services,Customer service
Teach in area of specialisation,Teaching and education
Perform manual service or maintenance tasks,Production processes and machinery
Develop promotional or marketing strategies or plans,Sales and marketing
Oversee business processes and operations,Business operations and financial activities
Manage outreach activities,Recreation and sporting events
Record and maintain employee information,"Records, documentation, reports and research"
Schedule activities or facility use,Operating procedures and processes
Prepare operational or project budgets,Business operations and financial activities
"Coordinate special events, conferences, or programs",Recreation and sporting events
Provide news or information to the public,"Records, documentation, reports and research"
Implement organisational process or policy changes,Business operations and financial activities
Train staff or conduct employee training programs,Human resources
Recommend organisational process or policy changes,Business operations and financial activities
Recruit or hire staff,Human resources
"Advise others about environmental issues, conservation or land management",Environmental management
"Analyse operational data to evaluate processes, identify issues, and inform decisions or activities","Data, analytics, and databases"
"Coordinate special events, conferences, or programs",Recreation and sporting events
"Answer questions and advise others on the use of products, goods, or services",Customer service
Confer with staff to coordinate business operations,Communication and collaboration
Oversee business processes and operations,Business operations and financial activities
"Monitor organisational or operational compliance with regulations, standards or procedures",Safety and hazard management
Conduct eligibility or selection interviews,Human resources
Prepare financial documents or reports,Business operations and financial activities
"Compile, screen, and manage content for radio or television broadcasts or presentations",Art and entertainment
"Inspect facilities, buildings, or sites",Quality control and inspections
Negotiate contracts for the sale or lease of goods or services,Business operations and financial activities
Develop financial or business plans,Business operations and financial activities
Perform administrative or clerical tasks,Business operations and financial activities
"Monitor and maintain inventories of materials, resources, equipment or products",Business operations and financial activities
Authorise expenditures or other financial actions,Business operations and financial activities
Verify accuracy of records,Business operations and financial activities
Conduct opinion surveys or needs assessments,Communication and collaboration
Direct or supervise staff,Human resources
Train staff or conduct employee training programs,Human resources
Develop marketing or promotional materials,Sales and marketing
"Promote or market goods, services, programs or events",Sales and marketing
"Maintain professional or technical knowledge, skills, or certifications",Human resources
Administer first aid,Health and care
Confer with others about financial matters,Business operations and financial activities
"Obtain documentation, permits, or licences to authorise activities","Records, documentation, reports and research"
Collaborate with others to prepare or perform artistic productions,Art and entertainment
Study details of musical compositions,Art and entertainment
Coordinate rehearsals or performances,Art and entertainment
Play musical instruments for performances or demonstrations,Art and entertainment
"Create musical compositions, arrangements or scores",Art and entertainment
Practice athletic or artistic skills,Recreation and sporting events
"Format digital documents, data or images","Records, documentation, reports and research"
Perform for recordings,Art and entertainment
Train others on performance techniques,Human resources
"Provide creative leadership to ensure production has desired effect, mood or style",Art and entertainment
"Conduct orchestras, choirs or other musical performers",Art and entertainment
Set up and operate still or video cameras or related equipment,Communication and collaboration
Determine technical requirements of productions or projects,Production processes and machinery
Create computer-generated graphics or animation,Digital technologies and electronics
Convert data among multiple digital or analogue formats,"Records, documentation, reports and research"
"Apply finishes to artwork, crafts, or displays",Art and entertainment
Determine how best to represent a concept visually,Work activities preparation
Review art or design materials,Art and entertainment
Supervise technical operations of production to ensure creative direction is realised,Production processes and machinery
Prepare production storyboards,Operating procedures and processes
"Confer with clients, customers, or designers to determine needs or discuss designs and plans",Communication and collaboration
"Monitor and maintain inventories of materials, resources, equipment or products",Business operations and financial activities
"Maintain records, documents or other files","Records, documentation, reports and research"
Develop and publish social media content,"Records, documentation, reports and research"
Select materials or props,Art and entertainment
Write informational or reference material,"Records, documentation, reports and research"
Capture images using drone technology,Communication and collaboration
Coordinate activities of production staff,Operating procedures and processes
Maintain recording or broadcasting equipment,Production processes and machinery
"Construct distinctive physical objects for artistic, functional or commercial purposes",Art and entertainment
"Evaluate potential of products, technologies, methods or resources",Performance evaluation and efficiency improvement
Obtain copyrights or other legal permissions to use material,Security and emergency services
"Arrange artwork, products or props",Art and entertainment
"Construct distinctive physical objects for artistic, functional or commercial purposes",Art and entertainment
"Develop artistic or design concepts for decoration, exhibition, performance or commercial purposes",Art and entertainment
Determine technical requirements of productions or projects,Production processes and machinery
"Conduct research to inform art, designs or other creative work",Human resources
"Estimate project, production, construction, or operational costs",Construction
Select materials or props,Art and entertainment
Collaborate with others to develop or refine visual or artistic designs,Communication and collaboration
"Apply finishes to artwork, crafts, or displays",Art and entertainment
Draw detailed or technical illustrations,Operating procedures and processes
Create physical models or prototypes,Operating procedures and processes
Maintain knowledge of current developments in area of expertise,Human resources
"Create images or other visual representations of objects, data, or locations",Work activities preparation
"Maintain records, documents or other files","Records, documentation, reports and research"
Set up and operate still or video cameras or related equipment,Communication and collaboration
Implement advertising or marketing initiatives,Sales and marketing
Play musical instruments for performances or demonstrations,Art and entertainment
Determine technical requirements of productions or projects,Production processes and machinery
Direct productions or performances,Business operations and financial activities
Collaborate with others to determine technical details of productions,Communication and collaboration
Coordinate logistics for productions or events,Operating procedures and processes
Study scripts to determine project requirements,Art and entertainment
Coordinate activities of production staff,Operating procedures and processes
Collaborate with others to prepare or perform artistic productions,Art and entertainment
"Review designs, blueprints, specifications, diagrams, work orders or other documentation to determine work requirements",Operating procedures and processes
Coordinate artistic activities,Recreation and sporting events
Compile technical information or documentation,Production processes and machinery
Discuss production content and progress with others,Communication and collaboration
Select materials or props,Art and entertainment
Set up and operate still or video cameras or related equipment,Communication and collaboration
Determine presentation subjects or content,Work activities preparation
"Manage organisational, operational, or project budgets",Business operations and financial activities
Set up and operate lighting equipment,Communication and collaboration
"Compile, screen, and manage content for radio or television broadcasts or presentations",Art and entertainment
Select performers or artistic staff members,Human resources
Gather information for news stories,"Records, documentation, reports and research"
Review and edit documents,"Records, documentation, reports and research"
"Write articles, books or other materials","Records, documentation, reports and research"
Provide news or information to the public,"Records, documentation, reports and research"
Develop and publish social media content,"Records, documentation, reports and research"
Write informational or reference material,"Records, documentation, reports and research"
Develop detailed work or project plans,Operating procedures and processes
Coordinate reporting or editing activities,Operating procedures and processes
Set up and operate still or video cameras or related equipment,Communication and collaboration
Coordinate logistics for productions or events,Operating procedures and processes
"Compile, screen, and manage content for radio or television broadcasts or presentations",Art and entertainment
Determine presentation subjects or content,Work activities preparation
"Operate communication, transmission or broadcasting equipment or systems",Communication and collaboration
"Edit audio, photographs or video recordings","Records, documentation, reports and research"
Interview others for news or entertainment purposes,Communication and collaboration
"Monitor artistic, design, and fashion trends and innovation","Records, documentation, reports and research"
Analyse business or financial data and information,Business operations and financial activities
Prepare financial documents or reports,Business operations and financial activities
"Examine financial records or processes to monitor operations, identify improvements, or detect issues",Business operations and financial activities
Direct or supervise staff,Human resources
Develop business or financial information systems,Business operations and financial activities
Report information to managers or other staff,Communication and collaboration
Identify opportunities to improve operational efficiency,Performance evaluation and efficiency improvement
"Manage organisational, operational, or project budgets",Business operations and financial activities
"Forecast economic, political, social or financial trends",Science and mathematics
Maintain financial or account records,Business operations and financial activities
Develop financial or business plans,Business operations and financial activities
Maintain data in information systems or databases,"Records, documentation, reports and research"
Advise others on financial matters,Business operations and financial activities
Conduct financial or regulatory audits,Business operations and financial activities
"Monitor and maintain inventories of materials, resources, equipment or products",Business operations and financial activities
Calculate tax information,Business operations and financial activities
Confer with others about financial matters,Business operations and financial activities
Reconcile records of sales or other financial transactions,Business operations and financial activities
Implement organisational process or policy changes,Business operations and financial activities
"Maintain professional or technical knowledge, skills, or certifications",Human resources
Prepare financial documents or reports,Business operations and financial activities
Analyse business or financial data and information,Business operations and financial activities
Coordinate regulatory documentation activities,"Records, documentation, reports and research"
Analyse risks to operations or processes,Business operations and financial activities
Oversee business processes and operations,Business operations and financial activities
Advise others on business or operational matters,Communication and collaboration
"Examine financial records or processes to monitor operations, identify improvements, or detect issues",Business operations and financial activities
"Prepare documentation for contracts, disclosures, or transactions","Records, documentation, reports and research"
"Discuss business strategies, practices or policies with managers",Communication and collaboration
"Communicate with others to arrange, coordinate, or conduct activities",Communication and collaboration
"Develop organisational standards, policies, guidelines, programs, or procedures",Business operations and financial activities
"Prepare investigation, incident, or compliance reports","Records, documentation, reports and research"
Report information to managers or other staff,Communication and collaboration
Conduct financial or regulatory audits,Business operations and financial activities
"Manage organisational, operational, or project budgets",Business operations and financial activities
Ensure business strategies comply with information security standards,Security and emergency services
Maintain knowledge of current developments in area of expertise,Human resources
"Calculate technical, material, equipment, labour or other resource requirements for projects, tasks, or processes",Work activities preparation
"Review documents or materials for compliance with requirements, policies, or regulations","Records, documentation, reports and research"
"Monitor organisational or operational compliance with regulations, standards or procedures",Safety and hazard management
Direct or supervise staff,Human resources
Gather financial records,Business operations and financial activities
Compute debt repayment schedules,Business operations and financial activities
Interpret and explain financial information to others,Business operations and financial activities
Assess financial status of others,Business operations and financial activities
"Obtain personal or financial information about clients, customers or applicants",Business operations and financial activities
"Promote or market goods, services, programs or events",Sales and marketing
Verify accuracy of financial or transactional data and information,Business operations and financial activities
Authorise expenditures or other financial actions,Business operations and financial activities
Provide customer service to clients or users,Customer service
Negotiate agreements to resolve disputes,Communication and collaboration
Perform human resources activities,Human resources
Prepare and submit financial applications,Business operations and financial activities
Analyse business or financial data and information,Business operations and financial activities
Develop financial or business plans,Business operations and financial activities
"Maintain professional or technical knowledge, skills, or certifications",Human resources
Maintain data in information systems or databases,"Records, documentation, reports and research"
"Examine financial records or processes to monitor operations, identify improvements, or detect issues",Business operations and financial activities
Apply machine learning techniques to data,"Data, analytics, and databases"
"Answer questions and advise others on the use of products, goods, or services",Customer service
"Issue money, credit or vouchers",Business operations and financial activities
"Analyse market, industry or customer related data and trends","Data, analytics, and databases"
Confer with staff to coordinate business operations,Communication and collaboration
"Develop organisational standards, policies, guidelines, programs, or procedures",Business operations and financial activities
Prepare financial documents or reports,Business operations and financial activities
Identify investment opportunities or strategies,Business operations and financial activities
Conduct eligibility or selection interviews,Human resources
Train staff or conduct employee training programs,Human resources
Communicate with government agencies,Communication and collaboration
"Collect deposits, fares, payments or fees",Business operations and financial activities
Supervise sales or support staff,Human resources
Monitor sales activities,Sales and marketing
Prepare sales or other contracts,Business operations and financial activities
Review accuracy of sales or other transactions,Sales and marketing
"Analyse market, industry or customer related data and trends","Data, analytics, and databases"
Sell goods or services,Sales and marketing
Advise others on financial matters,Business operations and financial activities
Contact current or potential customers to promote goods or services,Sales and marketing
Negotiate prices or other sales terms,Business operations and financial activities
Develop financial or business plans,Business operations and financial activities
Reconcile records of sales or other financial transactions,Business operations and financial activities
Create and maintain records of sales or other business transactions,Sales and marketing
Perform human resources activities,Human resources
Share sales-related or market information with colleagues,Sales and marketing
Develop professional or business relationships and networks,Communication and collaboration
Prepare financial documents or reports,Business operations and financial activities
Identify investment opportunities or strategies,Business operations and financial activities
Conduct opinion surveys or needs assessments,Communication and collaboration
Train staff or conduct employee training programs,Human resources
"Evaluate training programs, instructors or materials",Teaching and education
Evaluate program effectiveness,Business operations and financial activities
Evaluate employee or trainee performance,Human resources
"Coordinate special events, conferences, or programs",Recreation and sporting events
Manage human resources activities,Human resources
"Monitor organisational or operational compliance with regulations, standards or procedures",Safety and hazard management
"Communicate with others to arrange, coordinate, or conduct activities",Communication and collaboration
Develop procedures to evaluate organisational activities,Operating procedures and processes
Prepare operational or project budgets,Business operations and financial activities
Analyse data to identify trends or relationships among variables,"Data, analytics, and databases"
Apply machine learning techniques to data,"Data, analytics, and databases"
Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields,Science and mathematics
"Analyse operational data to evaluate processes, identify issues, and inform decisions or activities","Data, analytics, and databases"
Design computer modelling or simulation programs,Digital technologies and electronics
Evaluate data quality,"Data, analytics, and databases"
"Prepare research, analytical, scientific or technical reports or presentations","Records, documentation, reports and research"
Prepare graphics or other visual representations of information,"Records, documentation, reports and research"
Convert data among multiple digital or analogue formats,"Records, documentation, reports and research"
Prepare data for analysis,"Records, documentation, reports and research"
Analyse business or financial data and information,Business operations and financial activities
Verify accuracy of data,"Data, analytics, and databases"
Develop database parameters or specifications,Operating procedures and processes
Collaborate with ICT or network professionals to determine design specifications or details,Communication and collaboration
Determine appropriate methods for data analysis,Operating procedures and processes
"Compile data, documentation or information","Records, documentation, reports and research"
Develop scientific or mathematical models,Science and mathematics
Present research results,Communication and collaboration
Update knowledge about emerging information technology industry or technology trends,Performance evaluation and efficiency improvement
Develop data analysis or data management procedures,Operating procedures and processes
"Maintain professional or technical knowledge, skills, or certifications",Human resources
Instruct tertiary students in social sciences or humanities disciplines,Teaching and education
"Prepare research, analytical, scientific or technical reports or presentations","Records, documentation, reports and research"
"Manage operations, research or logistics projects","Data, analytics, and databases"
"Forecast economic, political, social or financial trends",Science and mathematics
Supervise trainees,Human resources
Write assessment or evaluation reports,"Records, documentation, reports and research"
"Manage organisational, operational, or project budgets",Business operations and financial activities
Develop financial or business plans,Business operations and financial activities
"Plan and manage, and analyse costs and benefits of, proposed designs or projects",Business operations and financial activities
Analyse data to identify trends or relationships among variables,"Data, analytics, and databases"
"Develop organisational standards, policies, guidelines, programs, or procedures",Business operations and financial activities
Research social issues,"Data, analytics, and databases"
Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields,Science and mathematics
Advise others on matters of public policy,Communication and collaboration
Record research data,"Data, analytics, and databases"
Provide news or information to the public,"Records, documentation, reports and research"
"Establish standards for products, processes or procedures",Business operations and financial activities
Advise others on business or operational matters,Communication and collaboration
Testify at legal or legislative proceedings,Security and emergency services
Appraise property values,Construction
Supervise scientific or technical staff,Human resources
"Analyse market, industry or customer related data and trends","Data, analytics, and databases"
"Review environmental or land use permits, applications, proposals, plans or reports",Environmental management
Examine condition of property or products,Quality control and inspections
"Maintain professional or technical knowledge, skills, or certifications",Human resources
"Advise others about environmental issues, conservation or land management",Environmental management
Communicate with government agencies,Communication and collaboration
Advise others on business or operational matters,Communication and collaboration
Write assessment or evaluation reports,"Records, documentation, reports and research"
Direct quality control activities,Business operations and financial activities
Research impacts of environmental conservation initiatives,Environmental management
Prepare financial documents or reports,Business operations and financial activities
"Develop environmental conservation, remediation or sustainability plans",Environmental management
Mediate disputes,Communication and collaboration
Promote environmental sustainability or conservation initiatives,Environmental management
"Confer with other staff to resolve design, development, or operational problems",Communication and collaboration
Verify accuracy of data,"Data, analytics, and databases"
Help patrons use library or archival resources,"Archiving, recording, and translating"
Process library materials,"Archiving, recording, and translating"
"Search files, databases or other information sources to obtain information","Records, documentation, reports and research"
Teach others to use technology or equipment,Teaching and education
Develop library or archival databases,"Archiving, recording, and translating"
Direct department or organisational activities,Business operations and financial activities
Maintain operational records,"Records, documentation, reports and research"
"Select educational materials, resources, or equipment",Teaching and education
Classify materials according to standard systems,Work activities preparation
Organise informational materials,"Records, documentation, reports and research"
"Monitor and maintain inventories of materials, resources, equipment or products",Business operations and financial activities
Order instructional or library materials or equipment,Teaching and education
Protect and preserve cultural artefacts and sites,Communication and collaboration
"Coordinate special events, conferences, or programs",Recreation and sporting events
"Communicate with others to arrange, coordinate, or conduct activities",Communication and collaboration
"Develop educational goals, standards, policies or procedures",Teaching and education
Compile specialised bibliographies or lists of materials,"Archiving, recording, and translating"
Construct exhibits or parts of exhibits,Construction
"Develop policies or procedures for archives, museums or libraries",Business operations and financial activities
"Inspect items for damage, defects, or required repair",Quality control and inspections
Direct or supervise staff,Human resources
Train staff or conduct employee training programs,Human resources
Negotiate contracts for the sale or lease of goods or services,Business operations and financial activities
"Maintain professional or technical knowledge, skills, or certifications",Human resources
Serve on institutional or departmental committees,Communication and collaboration
Promote educational institutions or programs,Teaching and education
"Write articles, books or other materials","Records, documentation, reports and research"
Develop instructional or training materials,Teaching and education
"Advise educators on curricula, instructional methods or policies",Communication and collaboration
Prepare proposal documents or grant applications,"Records, documentation, reports and research"
Analyse business or financial data and information,Business operations and financial activities
Analyse data to assess operational or project effectiveness,"Data, analytics, and databases"
Confer with staff to coordinate business operations,Communication and collaboration
Develop data analysis or data management procedures,Operating procedures and processes
Gather organisational performance information,Human resources
"Analyse jobs, skills and employee requirements",Work activities preparation
Advise others on business or operational matters,Communication and collaboration
"Prepare operational performance, progress, or status reports",Operating procedures and processes
Implement organisational process or policy changes,Business operations and financial activities
"Discuss business strategies, practices or policies with managers",Communication and collaboration
Recommend organisational process or policy changes,Business operations and financial activities
Develop business or financial information systems,Business operations and financial activities
Identify opportunities to improve operational efficiency,Performance evaluation and efficiency improvement
"Analyse market, industry or customer related data and trends","Data, analytics, and databases"
Advise others on business or operational matters,Communication and collaboration
"Analyse operational data to evaluate processes, identify issues, and inform decisions or activities","Data, analytics, and databases"
Conduct market research,"Data, analytics, and databases"
Collaborate with others to develop or implement marketing activities or strategies,Communication and collaboration
Develop promotional or marketing strategies or plans,Sales and marketing
Implement advertising or marketing initiatives,Sales and marketing
Analyse website or related online data to track trends or usage,"Records, documentation, reports and research"
Develop and publish social media content,"Records, documentation, reports and research"
Evaluate program effectiveness,Business operations and financial activities
"Provide creative leadership to ensure production has desired effect, mood or style",Art and entertainment
"Compile, screen, and manage content for radio or television broadcasts or presentations",Art and entertainment
"Manage operations, research or logistics projects","Data, analytics, and databases"
"Manage organisational, operational, or project budgets",Business operations and financial activities
Schedule release of marketing content,Sales and marketing
Conduct opinion surveys or needs assessments,Communication and collaboration
"Communicate with others to arrange, coordinate, or conduct activities",Communication and collaboration
"Direct sales, marketing or customer service activities",Business operations and financial activities
Design websites or web applications,Digital technologies and electronics
Determine pricing policies,Business operations and financial activities
Set up and operate still or video cameras or related equipment,Communication and collaboration
Estimate or quote costs or terms of sales,Business operations and financial activities
Explain technical product or service information to customers,Communication and collaboration
Record and maintain customer or client information,"Records, documentation, reports and research"
"Answer questions and advise others on the use of products, goods, or services",Customer service
"Direct sales, marketing or customer service activities",Business operations and financial activities
Contact current or potential customers to promote goods or services,Sales and marketing
Negotiate prices or other sales terms,Business operations and financial activities
Develop proposals for current or prospective customers,Sales and marketing
Sell goods or services,Sales and marketing
Develop professional or business relationships and networks,Communication and collaboration
"Communicate with others to arrange, coordinate, or conduct activities",Communication and collaboration
Identify potential customers,Sales and marketing
"Recommend products, goods, or services to customers",Customer service
Negotiate contracts for the sale or lease of goods or services,Business operations and financial activities
Implement organisational process or policy changes,Business operations and financial activities
"Collect information about customer, client, or user needs or issues",Customer service
Develop promotional or marketing strategies or plans,Sales and marketing
"Process sales, exchanges, refunds or other transactions",Business operations and financial activities
Prepare sales or other contracts,Business operations and financial activities
"Resolve issues with computer applications, software, or systems",Digital technologies and electronics
Arrange delivery of goods or services,Material transportation
Monitor sales activities,Sales and marketing
Resolve or respond to customer complaints or problems,Customer service
"Analyse market, industry or customer related data and trends","Data, analytics, and databases"
Study product information to acquire professional knowledge,Human resources
Report information to managers or other staff,Communication and collaboration
Prepare financial documents or reports,Business operations and financial activities
Create and maintain records of sales or other business transactions,Sales and marketing
Deliver promotional presentations to current or prospective customers,Sales and marketing
Write advertising or promotional material,Sales and marketing
Develop promotional or marketing strategies or plans,Sales and marketing
Provide news or information to the public,"Records, documentation, reports and research"
Develop content for sales presentations or other materials,Sales and marketing
"Edit audio, photographs or video recordings","Records, documentation, reports and research"
"Develop operating strategies, plans or procedures for green or sustainable operations",Environmental management
Develop and publish social media content,"Records, documentation, reports and research"
"Answer questions and advise others on the use of products, goods, or services",Customer service
"Manage operations, research or logistics projects","Data, analytics, and databases"
"Manage organisational, operational, or project budgets",Business operations and financial activities
"Compile, screen, and manage content for radio or television broadcasts or presentations",Art and entertainment
"Discuss business strategies, practices or policies with managers",Communication and collaboration
Create computer-generated graphics or animation,Digital technologies and electronics
Collaborate with others to develop or implement marketing activities or strategies,Communication and collaboration
"Attend receptions, dinners, and conferences to meet people, exchange views and information, and develop working relationships",Communication and collaboration
Write informational or reference material,"Records, documentation, reports and research"
Coach others,Communication and collaboration
Review and edit documents,"Records, documentation, reports and research"
"Deliver, publish, broadcast or distribute final audio or visual media product","Records, documentation, reports and research"
Coordinate logistics for productions or events,Operating procedures and processes
Set up and operate still or video cameras or related equipment,Communication and collaboration
"Promote or market goods, services, programs or events",Sales and marketing
Conduct market research,"Data, analytics, and databases"
"Answer questions and advise others on the use of products, goods, or services",Customer service
Sell goods or services,Sales and marketing
